"Hours since thread went live","Beyblade X - Episode 20 discussion"
0,1
0.08333333333333333,1
0.16666666666666666,1
0.25,1
0.3333333333333333,1
0.4166666666666667,1
0.5,1
0.5833333333333334,1
0.6666666666666666,1
0.75,1
0.8333333333333334,1
0.9166666666666666,1
1,1
1.0833333333333333,1
1.1666666666666667,1
1.25,1
1.3333333333333333,2
1.4166666666666667,2
1.5,2
1.5833333333333333,2
1.6666666666666667,2
1.75,2
1.8333333333333333,2
1.9166666666666667,2
2,2
2.0833333333333335,2
2.1666666666666665,2
2.25,2
2.3333333333333335,2
2.4166666666666665,2
2.5,2
2.5833333333333335,2
2.6666666666666665,2
2.75,2
2.8333333333333335,2
2.9166666666666665,2
3,2
3.0833333333333335,2
3.1666666666666665,2
3.25,2
3.3333333333333335,2
3.4166666666666665,2
3.5,2
3.5833333333333335,2
3.6666666666666665,2
3.75,2
3.8333333333333335,2
3.9166666666666665,2
4,2
4.083333333333333,2
4.166666666666667,2
4.25,2
4.333333333333333,2
4.416666666666667,2
4.5,2
4.583333333333333,2
4.666666666666667,2
4.75,2
4.833333333333333,2
4.916666666666667,2
5,2
5.083333333333333,2
5.166666666666667,2
5.25,2
5.333333333333333,2
5.416666666666667,2
5.5,2
5.583333333333333,2
5.666666666666667,2
5.75,2
5.833333333333333,2
5.916666666666667,2
6,2
6.083333333333333,2
6.166666666666667,2
6.25,2
6.333333333333333,2
6.416666666666667,2
6.5,2
6.583333333333333,2
6.666666666666667,2
6.75,2
6.833333333333333,2
6.916666666666667,2
7,2
7.083333333333333,2
7.166666666666667,2
7.25,2
7.333333333333333,2
7.416666666666667,2
7.5,2
7.583333333333333,2
7.666666666666667,2
7.75,2
7.833333333333333,2
7.916666666666667,2
8,2
8.083333333333334,2
8.166666666666666,2
8.25,2
8.333333333333334,2
8.416666666666666,2
8.5,2
8.583333333333334,2
8.666666666666666,2
8.75,2
8.833333333333334,2
8.916666666666666,2
9,2
9.083333333333334,2
9.166666666666666,2
9.25,2
9.333333333333334,2
9.416666666666666,2
9.5,2
9.583333333333334,2
9.666666666666666,2
9.75,2
9.833333333333334,2
9.916666666666666,2
10,2
10.083333333333334,2
10.166666666666666,2
10.25,2
10.333333333333334,2
10.416666666666666,2
10.5,2
10.583333333333334,2
10.666666666666666,2
10.75,2
10.833333333333334,2
10.916666666666666,2
11,2
11.083333333333334,2
11.166666666666666,2
11.25,2
11.333333333333334,2
11.416666666666666,2
11.5,2
11.583333333333334,2
11.666666666666666,2
11.75,2
11.833333333333334,2
11.916666666666666,2
12,2
12.083333333333334,2
12.166666666666666,2
12.25,2
12.333333333333334,2
12.416666666666666,2
12.5,2
12.583333333333334,2
12.666666666666666,2
12.75,2
12.833333333333334,2
12.916666666666666,2
13,2
13.083333333333334,2
13.166666666666666,2
13.25,2
13.333333333333334,2
13.416666666666666,2
13.5,2
13.583333333333334,2
13.666666666666666,2
13.75,2
13.833333333333334,2
13.916666666666666,2
14,2
14.083333333333334,3
14.166666666666666,3
14.25,3
14.333333333333334,3
14.416666666666666,3
14.5,3
14.583333333333334,3
14.666666666666666,3
14.75,3
14.833333333333334,3
14.916666666666666,3
15,3
15.083333333333334,3
15.166666666666666,3
15.25,3
15.333333333333334,5
15.416666666666666,4
15.5,5
15.583333333333334,4
15.666666666666666,6
15.75,4
15.833333333333334,2
15.916666666666666,4
16,3
16.083333333333332,5
16.166666666666668,5
16.25,5
16.333333333333332,3
16.416666666666668,3
16.5,3
16.583333333333332,3
16.666666666666668,2
16.75,6
16.833333333333332,3
16.916666666666668,5
17,5
17.083333333333332,4
17.166666666666668,4
17.25,3
17.333333333333332,3
17.416666666666668,4
17.5,3
17.583333333333332,3
17.666666666666668,6
17.75,2
17.833333333333332,6
17.916666666666668,5
18,3
18.083333333333332,5
18.166666666666668,2
18.25,4
18.333333333333332,5
18.416666666666668,5
18.5,5
18.583333333333332,3
18.666666666666668,5
18.75,5
18.833333333333332,4
18.916666666666668,2
19,4
19.083333333333332,5
19.166666666666668,5
19.25,6
19.333333333333332,5
19.416666666666668,4
19.5,2
19.583333333333332,3
19.666666666666668,1
19.75,3
19.833333333333332,2
19.916666666666668,1
20,3
20.083333333333332,4
20.166666666666668,3
20.25,3
20.333333333333332,3
20.416666666666668,3
20.5,1
20.583333333333332,5
20.666666666666668,4
20.75,1
20.833333333333332,4
20.916666666666668,3
21,2
21.083333333333332,3
21.166666666666668,5
21.25,3
21.333333333333332,4
21.416666666666668,1
21.5,2
21.583333333333332,1
21.666666666666668,1
21.75,5
21.833333333333332,1
21.916666666666668,1
22,4
22.083333333333332,2
22.166666666666668,3
22.25,1
22.333333333333332,3
22.416666666666668,4
22.5,1
22.583333333333332,5
22.666666666666668,4
22.75,3
22.833333333333332,4
22.916666666666668,3
23,1
23.083333333333332,3
23.166666666666668,4
23.25,1
23.333333333333332,3
23.416666666666668,3
23.5,1
23.583333333333332,1
23.666666666666668,4
23.75,3
23.833333333333332,4
23.916666666666668,4
24,2
24.083333333333332,4
24.166666666666668,3
24.25,2
24.333333333333332,2
24.416666666666668,3
24.5,1
24.583333333333332,2
24.666666666666668,5
24.75,3
24.833333333333332,2
24.916666666666668,2
25,3
25.083333333333332,5
25.166666666666668,5
25.25,1
25.333333333333332,2
25.416666666666668,1
25.5,3
25.583333333333332,3
25.666666666666668,1
25.75,5
25.833333333333332,4
25.916666666666668,3
26,5
26.083333333333332,3
26.166666666666668,4
26.25,1
26.333333333333332,5
26.416666666666668,3
26.5,1
26.583333333333332,3
26.666666666666668,2
26.75,4
26.833333333333332,2
26.916666666666668,5
27,2
27.083333333333332,2
27.166666666666668,5
27.25,3
27.333333333333332,3
27.416666666666668,1
27.5,1
27.583333333333332,3
27.666666666666668,3
27.75,1
27.833333333333332,4
27.916666666666668,3
28,3
28.083333333333332,4
28.166666666666668,3
28.25,4
28.333333333333332,3
28.416666666666668,3
28.5,3
28.583333333333332,2
28.666666666666668,2
28.75,2
28.833333333333332,2
28.916666666666668,5
29,3
29.083333333333332,3
29.166666666666668,2
29.25,2
29.333333333333332,3
29.416666666666668,3
29.5,3
29.583333333333332,3
29.666666666666668,2
29.75,4
29.833333333333332,3
29.916666666666668,2
30,3
30.083333333333332,2
30.166666666666668,3
30.25,4
30.333333333333332,4
30.416666666666668,5
30.5,4
30.583333333333332,4
30.666666666666668,5
30.75,3
30.833333333333332,1
30.916666666666668,5
31,3
31.083333333333332,3
31.166666666666668,4
31.25,1
31.333333333333332,1
31.416666666666668,2
31.5,4
31.583333333333332,5
31.666666666666668,5
31.75,4
31.833333333333332,4
31.916666666666668,1
32,1
32.083333333333336,1
32.166666666666664,4
32.25,5
32.333333333333336,5
32.416666666666664,2
32.5,3
32.583333333333336,4
32.666666666666664,1
32.75,1
32.833333333333336,3
32.916666666666664,4
33,3
33.083333333333336,1
33.166666666666664,3
33.25,4
33.333333333333336,1
33.416666666666664,2
33.5,4
33.583333333333336,4
33.666666666666664,3
33.75,4
33.833333333333336,3
33.916666666666664,2
34,1
34.083333333333336,4
34.166666666666664,1
34.25,2
34.333333333333336,4
34.416666666666664,5
34.5,2
34.583333333333336,5
34.666666666666664,4
34.75,3
34.833333333333336,3
34.916666666666664,3
35,5
35.083333333333336,2
35.166666666666664,3
35.25,2
35.333333333333336,1
35.416666666666664,2
35.5,5
35.583333333333336,3
